
00001.5677	00195.6221	00000.0277	00001.6832	00217.1098	00000.0729
00003.5612	00220.0682	00000.0312	00003.4165	00217.1103	00000.0739
00004.5452	00220.0722	00000.0312	00004.2667	00217.4121	00000.0754
00006.8292	00220.0712	00000.0412	00006.6525	00217.1098	00000.0750
00008.6252	00220.0682	00000.0412	00008.2475	00217.1109	00000.0834
00010.5372	00220.0672	00000.0412	00010.1810	00217.1098	00000.0841
00011.4831	00220.0772	00000.0512	00011.1326	00217.1098	00000.0870
00013.3072	00220.0762	00000.0512	00013.0039	00217.1098	00000.0924
00014.2632	00220.0692	00000.0512	00013.9952	00217.0597	00000.0962
00015.6012	00220.0682	00000.0612	00015.2194	00217.0096	00000.0981
00016.5832	00220.0752	00000.0612	00016.0231	00216.3594	00000.1013
00018.3872	00220.0722	00000.0712	00017.9712	00216.6089	00000.1092
00020.2852	00220.0722	00000.0712	00019.5734	00217.6129	00000.1149
00021.2392	00220.0762	00000.0811	00020.5196	00217.5626	00000.1189
00023.0592	00220.0712	00000.0811	00022.3951	00217.3110	00000.1247
00025.3361	00220.0782	00000.0911	00024.5001	00217.6129	00000.1351
00026.2972	00220.0752	00000.1011	00025.6878	00216.9101	00000.1377
00028.0992	00220.0742	00000.1011	00027.2589	00217.3611	00000.1454
00030.0021	00220.0732	00000.1112	00029.2475	00217.1098	00000.1516
00032.7772	00220.0752	00000.1212	00031.8294	00216.6595	00000.1643
00033.7692	00220.0732	00000.1312	00032.7036	00216.8346	00000.1683
00036.0452	00220.0752	00000.1312	00035.0909	00216.3594	00000.1766
00037.8472	00220.0712	00000.1412	00036.7536	00216.6089	00000.1845
00038.8372	00220.0772	00000.1512	00037.5999	00217.1098	00000.1889
00051.7912	00220.0578	00000.2012	00050.3602	00217.0597	00000.2420
00061.4812	00220.0778	00000.2412	00059.7717	00216.8591	00000.2843
00071.2112	00220.0711	00000.2912	00069.1384	00216.6089	00000.3265
00080.8712	00220.0711	00000.3312	00078.6203	00216.8591	00000.3690
00102.3011	00220.0645	00000.4312	00099.3697	00216.8096	00000.4639
00131.3612	00220.0812	00000.5612	00127.5858	00217.1098	00000.5932
00140.1312	00220.0745	00000.6011	00136.1764	00216.9094	00000.6326
i00244.6056	00110.0356	00001.0906	00377.2585	00216.7592	00000.7901
00972.6712	00220.0712	00004.3812	00942.4074	00215.6638	00004.3834
01453.8212	00220.0812	00006.5712	01404.4626	00215.8620	00006.5486
