
00001.6077	00195.6032	00000.0277	00002.0186	00222.0639	00000.0751
00003.6031	00220.0461	00000.0312	00002.8946	00221.6416	00000.0766
00004.5992	00220.0522	00000.0312	00004.4918	00222.6200	00000.0763
00006.8892	00220.0452	00000.0412	00006.8790	00222.4076	00000.0774
00008.6722	00220.0511	00000.0412	00008.9331	00221.6152	00000.0844
00010.5731	00220.0602	00000.0412	00010.7137	00221.3523	00000.0860
00011.5252	00220.0502	00000.0512	00011.2451	00222.1428	00000.0903
00013.3412	00220.0592	00000.0512	00013.4297	00222.2222	00000.0946
00014.3351	00220.0542	00000.0512	00014.5741	00221.6679	00000.0986
00015.6492	00220.0502	00000.0612	00015.8344	00221.7469	00000.1013
00016.5822	00220.0472	00000.0612	00016.5754	00222.1428	00000.1032
00018.4112	00220.0562	00000.0712	00018.2526	00222.1428	00000.1104
00020.3212	00220.0502	00000.0712	00020.4852	00221.8787	00000.1178
00021.2811	00220.0472	00000.0811	00021.3710	00222.4076	00000.1221
00023.0652	00220.0522	00000.0811	00023.1823	00221.7207	00000.1269
00025.3661	00220.0522	00000.0911	00025.4390	00222.1428	00000.1354
00026.3392	00220.0502	00000.1011	00026.5218	00222.1428	00000.1398
00028.1292	00220.0442	00000.1011	00028.3321	00221.8787	00000.1482
00030.0011	00220.0551	00000.1112	00030.1364	00222.1428	00000.1555
00032.8012	00220.0462	00000.1212	00032.9100	00222.1428	00000.1653
00033.7792	00220.0472	00000.1312	00033.8043	00221.6152	00000.1701
00036.0452	00220.0531	00000.1412	00036.1511	00222.3547	00000.1792
00037.8531	00220.0572	00000.1412	00037.9851	00222.1164	00000.1860
00038.8192	00220.0531	00000.1512	00039.0594	00222.4076	00000.1916
00051.7712	00220.0445	00000.2012	00051.9756	00222.3549	00000.2445
00061.4812	00220.0445	00000.2412	00061.6770	00222.4076	00000.2871
00071.1712	00220.0511	00000.2912	00071.3533	00221.8787	00000.3304
00080.9112	00220.0478	00000.3312	00081.0906	00222.5669	00000.3724
00102.2611	00220.0478	00000.4312	00102.4462	00222.0900	00000.4687
00131.4211	00220.0478	00000.5612	00131.6398	00221.6152	00000.5990
