1.89	216.85	0.07
1.72	216.85	0.07
1.70	216.60	0.07
1.77	216.85	0.07
1.79	217.36	0.07
1.64	217.10	0.07
1.74	217.36	0.07
1.72	217.36	0.07
1.61	217.36	0.07
1.82	217.10	0.07
1.79	216.35	0.07
1.65	217.61	0.07
1.65	217.36	0.07
1.72	216.85	0.07
1.88	217.61	0.07
1.64	216.35	0.07
1.60	217.10	0.07
1.83	217.36	0.07
1.62	217.61	0.07
1.65	217.61	0.07
1.79	217.61	0.07
1.68	217.61	0.07
1.60	216.85	0.07
1.76	217.36	0.07
1.61	216.85	0.07
1.76	217.36	0.07
1.83	217.61	0.07
1.70	216.85	0.07
1.91	217.36	0.07
1.73	217.10	0.07
1.81	217.36	0.07
1.64	217.36	0.07
1.67	217.10	0.07
1.75	217.61	0.07
1.66	216.85	0.07
1.58	216.60	0.07
1.68	217.10	0.07
1.71	216.85	0.07
1.68	217.10	0.07
1.66	216.85	0.07
1.63	216.85	0.07
1.77	216.85	0.07
1.75	216.85	0.07
1.61	216.85	0.07
1.78	216.85	0.07
1.61	217.61	0.07
1.65	217.10	0.07
1.65	217.36	0.07
1.62	217.10	0.07
1.56	217.36	0.07
1.72	216.85	0.07
1.83	216.85	0.07
3.24	217.36	0.07
3.60	217.36	0.07
3.58	217.36	0.07
3.64	216.85	0.07
3.48	217.10	0.07
3.53	217.61	0.07
3.63	217.36	0.07
3.31	217.10	0.07
3.32	217.61	0.07
3.57	217.36	0.07
3.39	217.36	0.07
3.31	216.85	0.07
3.67	216.85	0.07
3.36	217.61	0.07
3.58	217.10	0.07
3.60	217.61	0.07
3.51	217.36	0.07
3.66	217.61	0.07
3.52	217.36	0.07
3.24	217.61	0.07
3.52	216.60	0.07
3.52	216.85	0.07
3.51	216.85	0.07
3.52	217.36	0.07
3.63	217.61	0.07
3.57	217.10	0.07
3.51	217.10	0.07
3.53	217.10	0.07
3.51	217.61	0.07
3.43	217.61	0.07
3.56	216.85	0.07
3.19	216.85	0.07
3.40	217.36	0.07
3.55	216.85	0.07
3.49	217.36	0.07
3.49	217.61	0.07
3.53	217.36	0.07
3.25	217.61	0.07
3.54	217.36	0.07
3.64	217.10	0.07
3.39	216.60	0.07
3.59	217.86	0.07
3.48	217.10	0.07
3.60	217.36	0.07
3.56	216.85	0.07
3.42	217.61	0.07
3.28	217.10	0.07
3.58	217.10	0.07
3.53	217.36	0.07
3.23	217.10	0.07
3.47	217.61	0.07
3.51	217.10	0.07
3.55	217.10	0.07
3.60	216.85	0.07
3.59	217.36	0.07
3.47	217.36	0.07
3.47	217.36	0.07
3.49	217.36	0.07
3.63	217.10	0.07
3.44	216.85	0.07
3.65	217.10	0.07
3.54	217.61	0.07
3.60	217.36	0.07
3.41	217.10	0.07
3.49	216.85	0.07
3.40	217.61	0.07
3.54	216.60	0.07
3.36	217.36	0.07
3.41	217.36	0.07
3.48	217.10	0.07
3.60	216.85	0.07
3.41	216.85	0.07
3.44	216.85	0.07
3.63	217.10	0.07
3.25	216.35	0.07
3.43	217.36	0.07
3.53	216.85	0.07
3.40	217.61	0.07
3.30	217.10	0.07
3.62	217.61	0.07
3.42	217.36	0.07
3.43	217.10	0.07
3.38	217.10	0.07
3.64	217.10	0.07
3.52	216.85	0.07
3.39	216.60	0.07
3.36	217.36	0.07
3.17	216.35	0.07
3.54	217.61	0.07
3.60	217.36	0.07
3.36	217.61	0.07
3.56	217.61	0.07
3.57	217.10	0.07
3.63	216.60	0.07
3.50	217.61	0.07
3.59	217.61	0.07
3.61	216.60	0.07
3.57	217.10	0.07
3.61	217.36	0.07
3.37	217.61	0.07
3.41	217.36	0.07
3.33	217.36	0.07
3.36	217.10	0.07
3.47	217.10	0.07
3.68	217.36	0.07
3.55	217.10	0.07
3.16	217.61	0.07
3.36	216.85	0.07
3.52	217.36	0.07
3.40	217.10	0.07
3.62	217.10	0.07
3.34	217.10	0.07
3.46	217.10	0.07
4.41	217.36	0.07
4.52	216.85	0.07
4.09	216.85	0.07
4.56	217.36	0.07
4.58	217.10	0.07
4.34	217.10	0.07
4.40	217.10	0.07
4.36	217.36	0.07
4.31	217.36	0.07
4.40	216.85	0.07
4.21	217.10	0.07
4.53	217.10	0.07
4.30	217.61	0.07
4.54	217.61	0.07
4.58	217.61	0.07
4.61	217.61	0.07
4.54	217.10	0.07
4.56	217.61	0.07
4.45	217.10	0.07
4.35	217.10	0.07
4.41	217.61	0.07
4.32	217.36	0.07
4.56	217.61	0.07
4.41	216.85	0.07
4.25	217.10	0.07
4.36	217.61	0.07
4.52	217.36	0.07
4.59	216.85	0.07
4.50	217.10	0.07
4.30	217.10	0.07
4.33	217.61	0.07
4.38	216.85	0.07
4.35	217.10	0.07
4.55	216.85	0.07
4.36	217.86	0.07
4.63	216.85	0.07
4.13	217.10	0.07
4.57	216.85	0.07
4.59	216.85	0.07
4.47	217.10	0.07
4.57	217.61	0.07
4.35	217.10	0.07
4.63	216.85	0.07
4.51	216.85	0.07
4.48	216.85	0.07
4.08	217.36	0.07
4.54	217.61	0.07
4.17	217.61	0.07
4.38	217.61	0.07
4.18	217.36	0.07
4.46	217.61	0.07
4.27	217.10	0.07
4.49	217.36	0.07
4.38	217.36	0.07
4.56	216.60	0.07
4.55	217.86	0.07
4.40	217.36	0.07
4.53	217.36	0.07
4.52	217.36	0.07
4.63	217.36	0.07
4.30	216.85	0.07
4.38	217.10	0.07
4.41	217.10	0.07
4.55	217.61	0.07
4.50	217.61	0.07
4.22	216.85	0.07
4.58	216.85	0.07
4.42	216.60	0.07
4.66	217.10	0.07
4.38	216.85	0.07
4.33	217.10	0.07
4.55	216.85	0.07
4.60	217.10	0.07
4.53	217.61	0.07
4.43	217.61	0.07
4.31	216.85	0.07
4.46	217.10	0.07
4.41	217.36	0.07
4.52	216.60	0.07
4.61	217.10	0.07
4.25	217.61	0.07
4.18	217.36	0.07
4.60	217.61	0.07
4.56	216.85	0.07
4.32	216.85	0.07
4.32	217.10	0.07
4.47	217.10	0.07
4.65	217.10	0.07
4.47	217.10	0.07
4.42	216.60	0.07
4.44	217.10	0.07
4.55	216.60	0.07
4.45	217.36	0.07
4.48	216.85	0.07
4.35	217.10	0.07
4.15	217.10	0.07
4.55	217.10	0.07
4.36	216.60	0.07
4.57	217.10	0.07
4.48	217.61	0.07
4.52	217.10	0.07
4.13	217.10	0.07
4.35	217.10	0.07
4.56	217.10	0.07
4.52	217.10	0.07
4.51	216.85	0.07
4.32	217.10	0.07
4.36	217.10	0.07
4.35	217.36	0.07
4.52	217.10	0.07
4.43	217.10	0.07
4.59	217.10	0.07
4.65	216.60	0.07
4.22	216.85	0.07
4.53	216.85	0.07
4.20	217.10	0.07
4.54	217.10	0.07
4.55	217.10	0.07
4.47	217.10	0.07
4.48	217.61	0.07
4.33	217.10	0.07
4.44	217.10	0.07
4.70	217.10	0.07
4.65	217.10	0.07
4.53	217.36	0.07
4.34	217.61	0.07
4.32	217.10	0.07
4.58	217.10	0.07
4.48	217.10	0.07
4.28	217.10	0.07
4.43	217.61	0.07
4.29	217.10	0.07
4.41	217.10	0.07
4.57	216.60	0.07
4.16	217.36	0.07
4.25	217.10	0.07
4.47	217.10	0.07
4.58	216.60	0.07
4.31	217.61	0.07
4.25	217.10	0.07
4.62	217.10	0.07
4.28	217.10	0.07
4.29	217.10	0.07
4.48	217.10	0.07
4.53	217.10	0.07
4.38	217.61	0.07
4.08	217.10	0.07
4.33	216.85	0.07
4.49	216.85	0.07
4.49	217.36	0.07
6.75	217.36	0.07
6.71	217.61	0.07
6.80	217.61	0.07
6.56	217.10	0.07
6.51	217.10	0.07
6.81	217.61	0.07
6.71	217.61	0.07
6.48	217.10	0.07
6.43	217.10	0.07
6.74	217.36	0.07
6.44	217.36	0.07
6.86	217.10	0.07
6.52	217.10	0.07
6.28	217.10	0.07
6.76	217.36	0.07
6.81	217.36	0.07
6.72	217.61	0.07
6.72	217.61	0.07
6.69	216.35	0.07
6.91	216.35	0.07
6.74	216.85	0.07
6.76	216.85	0.07
6.59	217.61	0.07
6.59	216.60	0.07
6.42	216.60	0.07
6.61	217.61	0.07
6.53	217.61	0.07
6.72	216.85	0.07
6.57	216.85	0.07
6.83	217.61	0.07
6.51	217.61	0.07
6.78	216.60	0.07
6.73	216.60	0.07
6.86	216.85	0.07
6.71	216.85	0.07
6.74	217.10	0.07
6.63	217.10	0.07
6.80	217.36	0.07
6.73	217.36	0.07
6.62	217.61	0.07
6.66	217.10	0.07
6.65	217.10	0.07
6.40	217.36	0.07
6.40	217.36	0.07
6.40	216.60	0.07
6.46	216.60	0.07
6.56	216.60	0.07
6.67	216.60	0.07
6.75	217.10	0.07
6.76	217.10	0.07
6.75	217.10	0.07
6.67	217.10	0.07
6.76	217.61	0.07
6.71	217.61	0.07
6.34	217.10	0.07
6.89	217.10	0.07
6.67	216.85	0.07
6.47	216.85	0.07
6.86	217.10	0.07
6.69	217.10	0.07
6.58	217.10	0.07
6.67	217.36	0.07
6.49	217.36	0.07
6.73	217.61	0.07
6.73	217.61	0.07
6.64	216.85	0.07
6.66	216.85	0.07
6.67	217.61	0.07
6.79	217.61	0.07
6.53	216.35	0.07
6.64	216.35	0.07
6.61	217.10	0.07
6.56	217.10	0.07
6.78	217.10	0.07
6.61	217.10	0.07
6.69	216.85	0.07
6.81	216.85	0.07
6.71	217.10	0.07
6.81	217.10	0.07
6.79	217.10	0.07
6.42	216.85	0.07
6.77	216.85	0.07
6.48	217.36	0.07
6.48	217.36	0.07
6.71	217.61	0.07
6.74	217.61	0.07
6.87	217.10	0.07
6.69	217.10	0.07
6.51	217.36	0.07
6.32	217.36	0.07
6.75	217.10	0.07
6.68	217.10	0.07
6.38	217.10	0.07
6.60	217.10	0.07
6.50	216.60	0.07
6.37	216.60	0.07
6.86	217.10	0.07
6.61	217.61	0.07
6.51	217.61	0.07
6.58	217.61	0.07
6.58	217.61	0.07
6.23	217.10	0.07
6.77	217.10	0.07
6.70	217.10	0.07
6.69	217.10	0.07
6.49	217.10	0.07
6.85	217.10	0.07
6.54	217.61	0.07
6.70	217.61	0.07
6.83	217.10	0.07
6.69	217.10	0.07
6.77	216.85	0.07
6.69	216.85	0.07
6.74	217.10	0.07
6.69	217.10	0.07
6.66	217.10	0.07
6.75	217.10	0.07
6.55	217.10	0.07
6.52	217.10	0.07
6.46	216.35	0.07
6.46	216.35	0.07
6.73	217.10	0.07
6.74	217.10	0.07
6.59	217.10	0.07
6.74	217.10	0.07
6.63	217.10	0.07
6.82	217.10	0.07
6.66	217.10	0.07
6.77	217.10	0.07
6.46	217.10	0.07
6.50	217.10	0.07
6.67	217.10	0.07
6.42	216.35	0.07
6.65	216.35	0.07
6.65	216.60	0.07
6.66	216.60	0.07
6.66	216.85	0.07
6.74	217.10	0.07
6.58	217.10	0.07
6.68	217.10	0.07
6.68	217.10	0.07
6.31	216.85	0.07
6.46	216.85	0.07
6.64	216.85	0.07
6.83	216.85	0.07
6.81	217.10	0.07
6.72	217.10	0.07
6.69	216.85	0.07
6.76	216.85	0.07
6.55	216.85	0.07
6.60	216.85	0.07
